Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Nicholson Early Childhood Education Center,78750,06/23/2015,100,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.4622051643453, -97.8147751717854)",10471799,Routine Inspection
Freda's Seafood Grill,78750,06/23/2015,83,"10903 PECAN PARK BLVD
AUSTIN, TX 78750
(30.4642691302809, -97.8036775201428)",2801554,Routine Inspection
Princess & Mooses Sister Bakery,78745,06/23/2015,97,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137835387917, -97.7930076343378)",10848911,Routine Inspection
LW - Taco Bell,78734,06/23/2015,100,"1703 S FM 620 RD
LAKEWAY, TX 78734
(30.3457914378018, -97.9646265503358)",11066788,Routine Inspection
County Line on the Lake,78731,06/23/2015,81,"5204 FM 2222 RD
AUSTIN, TX 78731
(30.3570972752648, -97.7856732185823)",2800070,Routine Inspection
Crawfish Shack & Oyster Bar,78748,06/23/2015,76,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",11042489,Routine Inspection
Chez Zee,78731,06/22/2015,88,"5406 BALCONES DR
AUSTIN, TX 78731
(30.3366410169886, -97.7580348733944)",2800022,Routine Inspection
Fabi & Rosi,78703,06/22/2015,93,"509 HEARN ST
AUSTIN, TX 78703
(30.2789567693951, -97.7726517242994)",10249506,Routine Inspection
Capt Benny's Seafood,78751,06/22/2015,85,"5700 N IH
AUSTIN, TX 78751
(30.3174307484191, -97.7081206193965)",2800445,Routine Inspection
Lucky Corner Store,78745,06/22/2015,90,"1950 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2033199754491, -97.8062791478009)",11223392,Routine Inspection
Royal Blue Grocery,78701,06/22/2015,97,"51 RAINEY ST
AUSTIN, TX 78701
(30.2568116444887, -97.7391814014793)",11159730,Routine Inspection
Panda Express #1644,78748,06/22/2015,100,"309 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1679201052753, -97.7948840647359)",10145387,Routine Inspection
Taco Cabana #199,78748,06/22/2015,80,"9705 MANCHACA RD
AUSTIN, TX 78748
(30.1751524786683, -97.8226814848811)",2801240,Routine Inspection
Papa John's #928,78726,06/22/2015,88,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4546608628512, -97.8258958233743)",2802805,Routine Inspection
Aramark @ Freescale,78735,06/22/2015,93,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.2356474959578, -97.8663876033539)",10382317,Routine Inspection
Con'olio Oils & Vinegars,78701,06/22/2015,100,"215 LAVACA ST
AUSTIN, TX 78701
(30.2657540010107, -97.7462400399175)",10758655,Routine Inspection
Food Basket,78727,06/22/2015,90,"12503 LAMPLIGHT VILLAGE AVE
AUSTIN, TX 78727
(30.4161734720769, -97.69537332863)",11120692,Routine Inspection
Manuel's @ Great Hills,78759,06/22/2015,89,"10201 JOLLYVILLE RD
AUSTIN, TX 78759
(30.3962493153719, -97.7495538911878)",2801422,Routine Inspection
Wendy's #W128,78749,06/22/2015,93,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200341046222, -97.8638475583427)",11115652,Routine Inspection
Kwik Mart,78703,06/22/2015,93,"1200 N LAMAR BLVD
AUSTIN, TX 78703
(30.2771685575284, -97.7515180061955)",2803483,Routine Inspection
El Meson,78741,06/22/2015,64,"5808 BURLESON RD
AUSTIN, TX 78741
(30.2079845039405, -97.7208979012366)",2801979,Routine Inspection
Aloft Hotel Austin Domain,78758,06/22/2015,87,"11601 DOMAIN DR
AUSTIN, TX 78758
(30.4027433123555, -97.7238117303795)",10280424,Routine Inspection
Riverside Nursing & Rehab Center,78741,06/22/2015,97,"6801 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2226347105739, -97.6990320761664)",11272453,Routine Inspection
Thai Passion,78750,06/22/2015,80,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.4447791289754, -97.7890932880338)",11258415,Routine Inspection
Town Lake Residence Condominium,78701,06/22/2015,100,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2623273221744, -97.7423310668671)",10475293,Routine Inspection
Dolce Neve,78704,06/22/2015,96,"1713 S 1ST ST
AUSTIN, TX 78704
(30.2476376199384, -97.7554500860354)",11049895,Routine Inspection
RW - Chinatown,78746,06/22/2015,74,"2712 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.2715536878682, -97.7860669880792)",11087574,Routine Inspection
Hotel Ella,78705,06/22/2015,94,"1900 RIO GRANDE ST
AUSTIN, TX 78705
(30.2831009558787, -97.7455140757741)",10944082,Routine Inspection
Omkar Food Mart,78758,06/19/2015,96,"812 THURMOND ST
AUSTIN, TX 78758
(30.3539118480096, -97.7060360473718)",2803743,Routine Inspection
Caspian Grill,78759,06/19/2015,93,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.4287192888917, -97.7604742351356)",11265779,Routine Inspection
Orange Market,78705,06/19/2015,92,"910 W 25TH ST
AUSTIN, TX 78705
(30.2896452217701, -97.7473569758354)",10519741,Routine Inspection
Ed's Barbecue,78702,06/19/2015,86,"1814 HARVEY ST
AUSTIN, TX 78702
(30.2821044431138, -97.7057333761015)",10896446,Routine Inspection
"Blackbird & Henry, The",78705,06/19/2015,77,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.2978183644992, -97.7415822861911)",11083103,Routine Inspection
Great Hills Golf Club,78759,06/19/2015,77,"5914 LOST HORIZON DR
AUSTIN, TX 78759
(30.4030879651078, -97.7666092784806)",2800299,Routine Inspection
Braker Shell Q Mart,78758,06/19/2015,100,"1316 W BRAKER LN
AUSTIN, TX 78758
(30.3861709666825, -97.6950433347506)",10080079,Routine Inspection
Snarf's Sandwiches,78705,06/19/2015,95,"2901 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.2885812757578, -97.7285182164438)",11166298,Routine Inspection
Fogo De Chao Churrascaria,78701,06/19/2015,81,"309 E 3RD ST
AUSTIN, TX 78701
(30.2642211005388, -97.7406873924062)",10058425,Routine Inspection
I Heart Pho,78727,06/19/2015,93,"1700 W PARMER LN
AUSTIN, TX 78727
(30.4128317853672, -97.6889178676596)",11185562,Routine Inspection
Starbucks Coffee  #6402,78727,06/19/2015,100,"1700 W PARMER LN
AUSTIN, TX 78727
(30.4128317853672, -97.6889178676596)",2801629,Routine Inspection
Taqueria Chapala # 5,78741,06/19/2015,77,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.2301590748979, -97.7325838724338)",11252521,1st Follow Up to Routine of 50 - 69
"Chicken Bowl, The",78701,06/19/2015,77,"1610 LAVACA ST
AUSTIN, TX 78701
(30.278982485264, -97.7417798332495)",2800905,Routine Inspection
Lone Star Family Market,78745,06/19/2015,100,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.2082563731793, -97.7801290719238)",10303954,Routine Inspection
Mr. Gatti's #112,78745,06/19/2015,97,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165906937, -97.7722984751779)",2801954,Routine Inspection
Taco Xpress,78704,06/19/2015,85,"2529 S LAMAR BLVD
AUSTIN, TX 78704
(30.2458313387804, -97.7783028705313)",2801273,Routine Inspection
Parmer Lane Tavern,78758,06/19/2015,100,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492668216, -97.6975693977174)",2800039,Routine Inspection
This N That Craft,78741,06/19/2015,93,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308543633, -97.7303841419064)",10317661,Routine Inspection
Zoe's Kitchen,78759,06/19/2015,89,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.3928467272555, -97.7471767342922)",10323727,Routine Inspection
El Pollo Regio,78757,06/19/2015,97,"1725 OHLEN RD
AUSTIN, TX 78757
(30.3627058950053, -97.7184712271044)",11201901,Routine Inspection
Potbelly Sandwich Works,78705,06/19/2015,97,"2316 GUADALUPE ST
AUSTIN, TX 78705
(30.2868739061303, -97.741920163973)",10046409,Routine Inspection
Baby Acapulco #4,78753,06/19/2015,85,"13609 N IH
AUSTIN, TX 78753
(30.4226038688439, -97.6702299648829)",2801593,Routine Inspection
CC Zing,78750,06/19/2015,97,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.4609843106227, -97.8169359958518)",10454916,Routine Inspection
SV - Zoes Kitchen,78745,06/18/2015,100,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2268965135805, -97.82128870052)",10879986,Routine Inspection
Target Store T2288- Restaurant,78748,06/18/2015,96,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10055905,Routine Inspection
Target Store T2288 - Starbucks,78748,06/18/2015,100,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10055904,Routine Inspection
Gardner,78702,06/18/2015,97,"1914 E 6TH ST
AUSTIN, TX 78702
(30.2616790646612, -97.7215487762814)",11223375,Routine Inspection
"Coffee Bean & Tea Leaf, The",78751,06/18/2015,97,"1000 E 41ST ST
AUSTIN, TX 78751
(30.3004726549805, -97.7196502668685)",10361935,Routine Inspection
Sonic,78759,06/18/2015,97,"11881 JOLLYVILLE RD
AUSTIN, TX 78759
(30.4238094252617, -97.7561962059947)",2801435,Routine Inspection
Amy's Ice Creams,78704,06/18/2015,97,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.2430367011505, -97.7824245148111)",10516514,Routine Inspection
South Austin Assisted Living II,78749,06/18/2015,100,"4816 CHESNEY RIDGE DR
AUSTIN, TX 78749
(30.1977832410875, -97.8637000109299)",10964447,Routine Inspection
Wok'N Express,78751,06/18/2015,94,"4413 GUADALUPE ST
AUSTIN, TX 78751
(30.3105275444406, -97.7327463283455)",2803461,Routine Inspection
Pizza Hut,78753,06/18/2015,96,"8500 N LAMAR BLVD
AUSTIN, TX 78753
(30.3536623263237, -97.7058049920014)",2802468,Routine Inspection
Taco Cabana #203,78758,06/18/2015,78,"8415 RESEARCH BLVD
AUSTIN, TX 78758
(30.3585480441988, -97.7156748797956)",2800517,Routine Inspection
El Meson,78704,06/18/2015,89,"2038 S LAMAR BLVD
AUSTIN, TX 78704
(30.2490101474442, -97.7689475627541)",10405911,Routine Inspection
Radisson Hotel Restaurant,78701,06/18/2015,70,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.2631041242559, -97.7440611269763)",2800865,Routine Inspection
Hampton Inn-Austin NW,78759,06/18/2015,84,"3908 W BRAKER LN
AUSTIN, TX 78759
(30.3974038735179, -97.7346806869649)",2801145,Routine Inspection
TEJI's Indian Restaurant,78705,06/18/2015,80,"2100 GUADALUPE ST
AUSTIN, TX 78705
(30.2840450521467, -97.7422832678533)",10902662,Routine Inspection
Sonic,78735,06/18/2015,93,"7714 W SH
AUSTIN, TX 78735
(30.2430520879545, -97.8822147148709)",2801236,Routine Inspection
Sprouts Farmers Market,78759,06/18/2015,89,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.3946060770567, -97.7447151639823)",10297855,Routine Inspection
Silverado Senior Living - Onion Creek,78748,06/18/2015,100,"11330 FARRAH LN
AUSTIN, TX 78748
(30.1401951809728, -97.8016677489898)",11253095,Routine Inspection
Irie Bean,78704,06/18/2015,84,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.247528840468, -97.7748996602784)",10003328,Routine Inspection
Original Brooklyn Pie Company,78759,06/18/2015,88,"8127 MESA DR
AUSTIN, TX 78759
(30.3731909380507, -97.7557353216801)",10114816,Routine Inspection
"Phil's Ice House, Inc",78704,06/18/2015,86,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.2430367011505, -97.7824245148111)",10516513,Routine Inspection
Villarina Foods of Texas,78746,06/18/2015,100,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814658883, -97.8001854199872)",11054621,Routine Inspection
Starbucks on Town Lake,78701,06/18/2015,97,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.2631041242559, -97.7440611269763)",2802999,Routine Inspection
SV - Carino's Italian,78745,06/18/2015,92,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2268965135805, -97.82128870052)",2801790,Routine Inspection
Freebirds World Burrito,78704,06/18/2015,97,"4032 S LAMAR BLVD
AUSTIN, TX 78704
(30.2368892654889, -97.7939994225763)",10197096,Routine Inspection
Whataburger #84 D-3800,78723,06/18/2015,100,"6106 CAMERON RD
AUSTIN, TX 78723
(30.319212950392, -97.6985226614346)",2800056,Routine Inspection
Taco Bell #030117,78746,06/18/2015,100,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814658883, -97.8001854199872)",11066687,Routine Inspection
Hampton Inn and Suites Austin,78750,06/18/2015,93,"10811 PECAN PARK BLVD
AUSTIN, TX 78750
(30.4635007450854, -97.80350180942)",10016822,Routine Inspection
Sarku Japan,78746,06/18/2015,85,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",2801813,Routine Inspection
LW - Flintrock Falls Country Club,78738,06/18/2015,94,"401 JACK NICKLAUS DR
LAKEWAY, TX 78738
(30.3387581723297, -97.9830649254331)",10005392,Routine Inspection
Threadgill's,78704,06/18/2015,80,"301 W RIVERSIDE DR
AUSTIN, TX 78704
(30.258237218054, -97.7487226442786)",2801128,Routine Inspection
SV - Jenny Craig Weight Loss Center #1699,78745,06/18/2015,100,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2268965135805, -97.82128870052)",11258814,Routine Inspection
Thundercloud Subs #4,78723,06/18/2015,94,"6105 HWY
AUSTIN, TX 78723
(30.562448808022, -97.9164623288849)",2800340,Routine Inspection
Red River Market,78705,06/18/2015,95,"3213 RED RIVER ST
AUSTIN, TX 78705
(30.2914031864157, -97.7264885713624)",10027075,Routine Inspection
TJ's Seafood,78752,06/18/2015,96,"7110 CAMERON RD
AUSTIN, TX 78752
(30.3260125546207, -97.6932079530878)",10907632,Routine Inspection
Doc's Motorworks Bar & Grill,78704,06/18/2015,97,"1123 S CONGRESS AVE
AUSTIN, TX 78704
(30.2523701958765, -97.7483153090764)",2802432,Routine Inspection
Tuk Tuk Thai Cafe,78745,06/18/2015,89,"5517 MANCHACA RD
AUSTIN, TX 78745
(30.2159416695387, -97.7967106482281)",10883510,Routine Inspection
Dive Bar,78701,06/18/2015,90,"1703 GUADALUPE ST
AUSTIN, TX 78701
(30.2798698236641, -97.7420840332325)",10536675,Routine Inspection
Qui,78702,06/18/2015,90,"1600 E 6TH ST
AUSTIN, TX 78702
(30.2632709976563, -97.7262495796501)",10726954,Routine Inspection
SV - Tarka Indian Kitchen,78745,06/18/2015,97,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.230946476682, -97.8189741402818)",10333486,Routine Inspection
Pad Thai Cuisine #3,78705,06/18/2015,94,"3208 GUADALUPE ST
AUSTIN, TX 78705
(30.2999077123936, -97.7403130183156)",10433777,Routine Inspection
Rodeway Inn University,78705,06/18/2015,94,"2900 N IH
AUSTIN, TX 78705
(30.2874878249212, -97.7250313648151)",10157609,Routine Inspection
Gusto Italian Kitchen and Wine Bar,78756,06/18/2015,97,"4800 BURNET RD
AUSTIN, TX 78756
(30.3188461804488, -97.7395610609637)",10439680,Routine Inspection
Starbucks Coffee #9617,78749,06/18/2015,94,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.2026839332995, -97.878783177709)",2802670,Routine Inspection
MN - Dollar General #6946,78653,06/17/2015,94,"12750 LAPOYNOR ST
MANOR, TX 78653
(30.3357388259018, -97.5594912137586)",2804037,Routine Inspection
Cupprimo,78759,06/17/2015,92,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.4332764278328, -97.7717358020204)",10141895,Routine Inspection
Holiday Inn Austin Town Lake Pecan Tree Restaurant,78701,06/17/2015,70,"20 N IH
AUSTIN, TX 78701
(30.2537071742735, -97.7371467748139)",10004208,Routine Inspection
Maudies Hacienda,78748,06/17/2015,89,"9911 BRODIE LN
AUSTIN, TX 78748
(30.1845276638549, -97.8485939341403)",2802198,Routine Inspection
Panda Express #1289,78758,06/17/2015,100,"2501 W PARMER LN
AUSTIN, TX 78758
(30.4182363972979, -97.7022420545932)",10005272,Routine Inspection
Austin's Pizza-Index Hospitality,78703,06/17/2015,85,"1600 W 35TH ST
AUSTIN, TX 78703
(30.3074876006436, -97.7507995726091)",10236812,Routine Inspection
The Settlement Home for Children,78758,06/17/2015,100,"1600 PAYTON GIN RD
AUSTIN, TX 78758
(30.364388199881, -97.7139780842294)",10218796,Routine Inspection
Subway #43833,78744,06/17/2015,96,"7709 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.2177245913723, -97.6897522001591)",10203456,Routine Inspection
"Kid Spa Austin, LLC.",78749,06/17/2015,97,"5700 W SLAUGHTER LN
AUSTIN, TX 78749
(30.2018387951475, -97.868445616576)",10367187,Routine Inspection
"Driftwood Beverage Company IV, LLC",78759,06/17/2015,77,"8901 BUSINESS PARK DR
AUSTIN, TX 78759
(30.3789186778723, -97.740661142105)",11233751,Routine Inspection
MN - Mr. Jim's,78653,06/17/2015,97,"302 W MURRAY AVE
MANOR, TX 78653
(30.3478716468454, -97.5584655978826)",2803767,Routine Inspection
LW - Brookdale Lakeway Skilled Nursing,78734,06/17/2015,96,"1917 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.3476061432676, -97.9754322870752)",10004620,Routine Inspection
Omni Barton Creek Resort & Spa Club-19th Hole,78735,06/17/2015,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.2924915139338, -97.8597751460008)",11084298,Routine Inspection
Pizza Hut,78723,06/17/2015,97,"6307 CAMERON RD
AUSTIN, TX 78723
(30.3202307622374, -97.6951874765551)",2802720,Routine Inspection
Arpeggio Grill,78752,06/17/2015,93,"6619 AIRPORT BLVD
AUSTIN, TX 78752
(30.3311684388364, -97.715151866615)",10217182,Routine Inspection
Shepherd's Market,78704,06/17/2015,97,"3708 SOUTHRIDGE DR
AUSTIN, TX 78704
(30.2320040915542, -97.777650689808)",2803908,Routine Inspection
"Texas Coffee Traders, Inc.",78702,06/17/2015,92,"1400 E 4TH ST
AUSTIN, TX 78702
(30.2620263669534, -97.7287465710622)",2802613,Routine Inspection
Kawa Asian Kitchen,78732,06/17/2015,77,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.3691775994233, -97.8926312567555)",10809227,Routine Inspection
Omni Barton Crk Resort & Spa-8212 Wine Bar & Grill,78735,06/17/2015,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.2924915139338, -97.8597751460008)",11084438,Routine Inspection
Omni Barton Creek Resort & Spa-Resort Cabana,78735,06/17/2015,93,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.2924915139338, -97.8597751460008)",11084390,Routine Inspection
My Fit Foods,78756,06/17/2015,97,"5808 BURNET RD
AUSTIN, TX 78756
(30.3342587412341, -97.7410868710276)",11062326,Routine Inspection
Yeti Frozen Custard,78745,06/17/2015,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137835387917, -97.7930076343378)",10898105,Routine Inspection
La Quinta Inn Austin North,78752,06/17/2015,93,"7622 N IH
AUSTIN, TX 78752
(30.3389143137922, -97.7020051341332)",10006310,Routine Inspection
Sydalie's Cookies,78759,06/17/2015,100,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.4332764278328, -97.7717358020204)",10890508,Routine Inspection
"LW-Summit at Lakeway Assisted Living Facility, The",78734,06/17/2015,100,"1915 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.3476653200409, -97.9763641220078)",10642459,Routine Inspection
KFC  Y343053,78728,06/17/2015,89,"14824 N IH
AUSTIN, TX 78728
(30.4411784149496, -97.6696661620674)",2801315,Routine Inspection
Jalapeno's Taco Bar,78745,06/17/2015,80,"1940 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2031906821655, -97.8057204997336)",11249276,Routine Inspection
Lammes Candies,78746,06/17/2015,96,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",2802304,Routine Inspection
LW - Jasper's Big Dog Saloon,78734,06/17/2015,96,"1310 S FM 620 RD
LAKEWAY, TX 78734
(30.3497365096805, -97.9649617582935)",10446406,Routine Inspection
Mi Pizza,78726,06/17/2015,83,"10505 N FM 620 RD
AUSTIN, TX 78726
(30.4436744601769, -97.8323544759667)",11073968,Routine Inspection
Joe's Crab Shack,78704,06/17/2015,75,"600 E RIVERSIDE DR
AUSTIN, TX 78704
(30.2525065920347, -97.7410458098505)",11185686,Routine Inspection
Kome,78751,06/17/2015,86,"4917 AIRPORT BLVD
AUSTIN, TX 78751
(30.3107306761997, -97.7151619370969)",10608399,Routine Inspection
Omni Barton Creek Resort & Spa-Halfway House,78735,06/17/2015,94,"8511 CARRANZO DR
AUSTIN, TX 78735
(30.2714913329381, -97.8773754952331)",11084444,Routine Inspection
Oltorf Food Mart,78741,06/17/2015,94,"2225 E OLTORF ST
AUSTIN, TX 78741
(30.2293641215731, -97.7306561338713)",11130363,Routine Inspection
"Tokyo Gardens Catering, LLC",78758,06/17/2015,96,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.4174621728585, -97.7028442208035)",10743910,Routine Inspection
Starbucks Coffee #16052,78746,06/17/2015,93,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",10657898,Routine Inspection
Tinnin Food Mart,78741,06/17/2015,94,"1516 TINNIN FORD RD
AUSTIN, TX 78741
(30.2411032293854, -97.7267191255834)",10051034,Routine Inspection
KFC Y343067,78741,06/17/2015,82,"2224 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2388390629, -97.7254100947244)",2801671,Routine Inspection
Corner Store # 1552,78724,06/17/2015,89,"12200 FM 969 RD
AUSTIN, TX 78724
(30.2546893914977, -97.6058386148266)",11239100,Routine Inspection
P. Terry's Commissary,78751,06/17/2015,93,"5555 N LAMAR BLVD
AUSTIN, TX 78751
(30.3237023149923, -97.7257264468036)",10382240,Routine Inspection
Noodles & Company,78705,06/17/2015,87,"2402 GUADALUPE ST
AUSTIN, TX 78705
(30.2878824717837, -97.7419092896773)",10640637,Routine Inspection
"Sparefoot, Corp.",78745,06/17/2015,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137835387917, -97.7930076343378)",11234046,Routine Inspection
P. Terry's Burger Stand,78758,06/17/2015,97,"12301 N MOPAC EXPY
AUSTIN, TX 78758
(30.4146760901376, -97.7053549155642)",10970925,Routine Inspection
Peoples Pharmacy,78756,06/17/2015,100,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.3089721576507, -97.7410941127018)",2800584,Routine Inspection
Hoa Hoa Restaurant,78705,06/17/2015,86,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.2836323434183, -97.7416471640058)",10612870,Routine Inspection
China Cafe,78729,06/17/2015,70,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.4589810843057, -97.792075829705)",2801517,Routine Inspection
Omni Barton Creek Resort & Spa-Club Pool Cabana,78735,06/17/2015,96,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.2924915139338, -97.8597751460008)",11084244,Routine Inspection
